id,state,lat,lon,words,text,score
390886588450091008,Ohio,41.17685982,-80.69692989,"[u'serious', u'note', u'promising', u'busy', u'gym', u'matter', u'wrapped', u'schoolwork', u'gotta', u'time']","On a serious note...promising myself not to ever get ""too busy"" for the gym. No matter how wrapped up I get in schoolwork. Gotta make time.",1.365343915343915
390885124633407488,Illinois,41.72106464,-87.67361109,"[u'yu', u'smile', u'yu', u'love', u'yur', u'reason']",Yu should like when I smile but yu should love when yur the reason behind it..,9.6375
390890535260798977,North Carolina,35.6271694,-78.8493204,"[u'killin', u'killin', u'carson']",@SrtaJota is killin me! She be killin carson!,0
390893999768469504,California,33.95708266,-118.20575953,"[u'lookin', u'fab']",Lookin fab http://t.co/FARiONOpBC,-0.125
390891978109779968,Maryland,39.20731206,-76.86823233,[],😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
390894599558168576,New Jersey,39.52735773,-74.64365149,[],💔💔💔,0
390893269946990592,Florida,28.18818576,-82.54533757,"[u'im', u'annoyed', u'itl']",Im annoyed over nothing. Itl work out. It always does.,-3.4070294784580497
390884906529996800,California,33.88319585,-118.05790736,"[u'pick', u'sat', u'kaskade', u'ticket', u'thurs', u'disclosure', u'hm', u'scary']",Should I pick up Sat Kaskade ticket $100 or Thurs for Disclosure $80 hm.. Or something scary..,-2.7857142857142856
390888773686685696,South Carolina,33.56113183,-81.71339261,"[u'lovely', u'avi']",Lovely new avi @alexisshante_ ❤️❤️❤️❤️❤️😘😘😚😽😽😍😍😍😻😻,6.0
390888769458798592,Pennsylvania,39.9368,-75.1666,"[u'linwood', u'regensburg', u'sighting', u'philadelphia', u'pennsylvania', u'boot', u'amp', u'saddle']","Linwood Regensburg Sighting: Philadelphia, Pennsylvania/ The Boot &amp; Saddle http://t.co/rzGuUlhNxw",-0.12119514472455648
390885363700355072,Virginia,38.791645,-77.119759,"[u'meet', u'president', u'elect', u'amp', u'awesome', u'guy', u'connections']",@fcroftcaderao - I want you to meet @HouserJg - he's the @amahouston's #President-elect &amp; awesome guy! we - @AMADC - R about connections!,7.053408029878618
390887985152921600,California,37.73219781,-121.47395564,"[u'don', u'time', u'bullshit', u'real', u'leave']",I don't have time for bullshit so be real with me or leave me alone. ✌️,-6.108829031051253
390895866246361088,Florida,30.2087558,-81.6838743,"[u'trash', u'trash']","Trash.
You are all trash.",-4.0
390894293390729216,Georgia,33.98011547,-84.0058179,"[u'dude', u'shoulder', u'strap', u'umbrella']",This dude has a shoulder strap for his umbrella...,1.1
390892095558262785,California,33.8954411,-117.29882152,"[u'tree', u'shit', u'breakfast', u'pencil', u'paper', u'tree']",Tree shit breakfast pencil paper tree,-7.044444444444444
390895367094804481,Maryland,39.5944492,-76.8358772,"[u'dad', u'look', u'baby', u'pits', u'nit', u'helping']",Dad its too early to look at baby pits. It's nit helping.,2.255952380952381
390884034089594880,Wisconsin,42.7182344,-87.8052524,"[u'fam', u'tf', u'keyonna']",fam where tf is keyonna,0
390894486307368960,Arizona,33.67728892,-112.24016729,"[u'day', u'anymore']",why can't I just have 1 good day anymore,0.6409580498866213
390890463978606592,Texas,29.77534259,-95.60419218,"[u'worst', u'day', u'wanna', u'home']",“@Clairemouton1: This has been the worst day. Just wanna go home.” But really,-3.107418573490002
390892535968980993,Texas,29.44441671,-95.40372567,"[u'house', u'music', u'heroine', u'inject', u'system']",House music is the only heroine that i'll inject into my system,0.3
390893219648520192,Hawaii,21.38426203,-157.92953834,"[u'yeahh', u'minas', u'text']","Yeahhh, minas well not text me today then .",0.25148809523809523
390885258847322113,Tennessee,35.84513545,-84.66201539,"[u'sleep', u'maybe', u'pain', u'wake']",I think I'll just go back to sleep. Maybe my back pain will go away once I wake back up.,-4.572916666666666
390888786265374720,South Dakota,43.53168058,-96.73925894,"[u'holy', u'shutdown', u'britlit']",Holy shutdown #britlit,-1.3333333333333333
390885393064656896,Illinois,41.90838622,-88.35502644,"[u'time', u'teeth', u'time']",Almost time to get my teeth :) about time!!:),1.053968253968254
390892951192489984,Louisiana,30.18915141,-93.21997464,[u'day'],Today's turned into a good day,0.6409580498866213
390887309836816385,Indiana,40.05080501,-86.07122702,[u'dream'],This dream is all I ever need because it's all I've ever had,1
390895736231301120,Florida,27.49791052,-82.56064662,"[u'people', u'doctors', u'office', u'dumbest', u'loudest', u'conversation']","These People in this Doctors office having the DUMBEST, LOUDEST conversation",-1.2467592592592591
390889193104502785,California,37.7922919,-122.3946996,"[u'emerging', u'career', u'managing', u'millenials']",Emerging career: managing millenials,0
390887179842367488,Nevada,36.11556637,-115.17662286,"[u'fuck', u'blocked', u'fb', u'deactivated', u'fb', u'bit', u'oh', u'alright', u'bye', u'hahaha']",""" fuck you you blocked me on fb "" no I deactivated my fb for a bit ...
""Oh alright bye "" hahaha",-2.3769841269841265
390885548245909504,Texas,32.99772821,-96.98213465,"[u'bitches', u'blue', u'lipstick', u'shit', u'cuhs', u'crip']",“@NinoReg: Bitches be having blue lipstick and shit like why 😐” cuhs this crip,-18.0
390885112042491905,Iowa,41.30015536,-92.64501693,"[u'awkward', u'wake']",Well that was awkward to wake up to....,-3.333333333333333
390889394431066112,Maryland,38.9947393,-76.8695744,[u'michellechan97'],@Elliott4L michellechan97,0
390893496443211776,Wisconsin,42.96236774,-88.01445208,[u'fuck'],Fuck that,-4
390883677590523904,Alabama,33.20538964,-87.54847759,"[u'didn', u'time', u'laundry', u'night']",@jfrets64 I didn't have time to do my laundry today so I did it last night.,0.24841269841269842
390885799904178176,Minnesota,44.9299645,-93.2819945,[u'welcome'],@GinsburgJobs You're welcome!,2
390891046982656000,Massachusetts,42.60250048,-71.24282362,[],@kaylamarshall0 WHAT DID U Do,0
390883664995049472,Michigan,42.72877875,-84.47788074,[u'lmao'],@StukerBisk26 lmao,4
390894205301981184,Oklahoma,35.0642534,-94.6281972,"[u'babysitting', u'amp', u'game']",Babysitting &amp; then the game later? I think so. :),0.08356676003734824
390886240301879296,Florida,27.817487,-82.64882,"[u'eat', u'beach', u'restaurant', u'service', u'awesome']","@H2HCrelly you need to come and eat at the @HulkHogan beach restaurant, it’s really good, even the service is awesome.",6.238888888888889
390887171445370881,Oregon,45.67084857,-118.79327184,"[u'lol', u'amp', u'smh']",Lol &amp; I used to get worked up about it. Smh. 😂😂😂,4.664519140989729
390886538118463488,Georgia,33.95876404,-83.38692931,"[u'night', u'gilly', u'accidentally', u'texted', u'dad', u'family', u'babysits', u'drunk', u'play', u'athens']","Last night Gilly accidentally texted the dad of the family she babysits for: ""I'm so drunk come play with me"" 
Athens: 2 
@gmclinden916: 0",-6.911904761904761
390894167528050688,West Virginia,39.43808254,-78.98190128,"[u'nadia', u'role', u'model', u'lol', u'love']","""@cristinababy3: Nadia is my role model😳😍😏"" lol I love you 😘",12.0
390888106758381568,California,33.080571,-117.230166,"[u'week', u'weekend', u'asap']",this week/weekend needs to be over. asap.,-0.11190476190476173
390886416487817216,New Jersey,39.87941036,-74.16346986,"[u'wish', u'fuckkingg', u'drivee', u'amp', u'outta']",I wish I could fuckkinggg drivee &amp; b outta here,1.9145191409897293
390889205662248960,California,34.08778549,-118.37954942,"[u'getting', u'ready', u'struggling', u'remember', u'wore', u'outfit', u'friends', u'kebprobz']",Getting ready to go out but struggling to remember if you wore the outfit around your friends before 😢 #kebprobz,-3.8319444444444444
390888148735373312,California,36.8233945,-119.863031,"[u'ill', u'updated']",@_tRexxx_ ill keep u updated,-4.0
390886559073206272,Oklahoma,34.63408198,-98.44966933,"[u'bitch', u'address', u'loll']",need that bitch address loll,-10.0
390884961034969088,Utah,40.7658171,-111.89096222,"[u'brunch', u'eva', u'boulangerie', u'stuffed', u'french', u'toast', u'berry', u'compote', u'eva', u'bakery']",Brunch at Eva's Boulangerie - stuffed French toast with berry compote @ Eva's Bakery http://t.co/lGqkgtEEld,0
390884986200801280,New Jersey,40.25007265,-74.27413034,"[u'steps', u'foward', u'looking']",5 steps foward not looking back,0
390888790430330880,Texas,29.7817,-95.388,"[u'sister', u'sparrow', u'dirty', u'birds', u'sighting', u'houston', u'texas', u'fitzgerald']","Sister Sparrow and the Dirty Birds Sighting: Houston, Texas/ Fitzgerald's http://t.co/saB3XCDv24",-3.999999999999999
390886185767559168,Kansas,38.80098967,-97.61200039,"[u'trying', u'convince', u'mom', u'spandex', u'dicks', u'practice']",Trying to convince my mom to get me some spandex from dicks for practice.,0.8687500000000001
390892288475279360,Ohio,39.32886695,-82.09827794,"[u'dropped', u'phone', u'times', u'rain']",Dropped my phone 3 times in the rain today and it still works,0.1388888888888889
390892456277184512,Wisconsin,42.71803256,-87.80480954,"[u'won', u'retweet', u'bad', u'grammar', u'spelling']",I won't retweet you if you have bad grammar and spelling.,0
390893706179772417,Idaho,43.54937704,-116.3003666,"[u'home', u'school']",@macdawglady I'm at home and you're at school,0.625
390886030586286080,California,37.708131959999996,-122.51368188,"[u'ep', u'saiu', u'oficialmente', u'aqui', u'ainda', u'saiu', u'na', u'nova', u'zel', u'ndia']",@5h_ce o EP não saiu oficialmente aqui ainda.. saiu na Nova Zelândia só :D,-0.4
390884646483144704,Indiana,39.16661063,-86.52160819,"[u'wanna', u'pic', u'girl', u'drawing', u'picture', u'hell', u'shading', u'don', u'creep', u'lmao']",I wanna take a pic of this girl drawing this picture and it's good as hell shading and everything but I don't want to be a creep lmao,-0.5968881941104165
390886525506170880,Tennessee,36.59997603,-87.44571989,"[u'white', u'girls', u'sex', u'black', u'true', u'black', u'guys', u'dicks', u'haa']",All white girls that have never had sex with a black want to know if it's true what they say about black guys dicks. . . Haaa,0.8688492063492065
390895425848635392,Indiana,40.39676085,-86.86870931,"[u'jason', u'aldean', u'bad', u'song']",Jason Aldean does not have one bad song,-6.9315476190476195
390897040634679296,Texas,33.01075552,-96.86008725,"[u'wait', u'feet']",Can't wait too get back on my feet😁😁😁😁,1.4166666666666667
390895996273561600,California,34.56328465,-118.16989598,"[u'learn', u'love', u'yourself', u'love', u'else']",Learn t love yourself before you can love anybody else,10.858095238095238
390887238537854976,Florida,30.27843791,-81.49055956,[u'iaght'],@TheOnlyRivers iaght,0
390894322750877696,Texas,30.07992228,-96.00670141,"[u'fashion', u'pops', u'didn', u'raise', u'fairies']",Never been to big on fashion because my pops didn't raise no fairies.,0.7142857142857143
390890417837056000,Texas,29.88944133,-97.93902044,"[u'wait', u'wuhh']",@Jmendo89 wait wuhh?,1.4166666666666667
390895413269909504,Virginia,36.7797127,-76.0857724,"[u'bitch', u'refuse']",No Bitch.  I refuse.,-7
390884688430383104,California,34.04650911,-118.44844665,[u'oprah'],@robdelaney OPRAH,0
390895543276150784,California,34.118761,-118.307849,"[u'don', u'miss', u'bikini', u'soft', u'giving', u'bottles', u'smooth', u'shave', u'oil', u'enter', u'win']",Don't Miss Out! Bikini Soft Is Giving Away 100 Bottles of  Smooth Shave Oil!!!  ENTER To WIN! http://t.co/rBCShjZIif,3.478075730853509
390883849573781505,Texas,29.66019072,-95.11475128,"[u'creepy', u'people', u'looking', u'dawg']",There's creepy people looking at me dawg..,-0.2467592592592592
390891449652633601,California,34.00925723,-117.44618364,"[u'gonna', u'lay', u'bed', u'haha']",Gonna lay in bed and do NOTHING today haha,4.597751322751323
390886009627365376,Texas,29.8886707,-97.9649737,"[u'songstomakeloveto', u'choke', u'senses', u'fail']",#SongsToMakeLoveTo CHOKE ON THIS-SENSES FAIL,-8.0
390897208432005120,California,32.7031181,-117.0887842,"[u'anannouncements', u'lincoln', u'suck']",Anannouncements at Lincoln suck,-6.0
390885476946944000,Texas,30.7142166,-95.55052295,"[u'left', u'charger', u'home', u'phone', u'wisely']",I left my charger at home so I've had to use my phone wisely,-0.1111111111111111
390893580350668800,Illinois,41.895102,-87.864917,"[u'navy', u'insurance', u'chicago', u'il', u'auto', u'insurance', u'started', u'sr22', u'insurance', u'mont', u'chicago', u'insurance', u'coupon']","Navy Insurance Chicago, IL Get your auto insurance started or SR22 insurance at $25 mont http://t.co/iVQyzdjKsz Chicago Insurance #coupon",-0.01388888888888884
390893068632989696,Tennessee,35.030985,-85.7642654,"[u'daddy', u'gonna', u'hella', u'mad']",My daddy gonna be hella mad when he gets out!,-4.813359788359788
390887569917239297,Pennsylvania,39.888737,-75.30599,"[u'walters', u'cancer', u'worse']",@Jamaicanhitman did walters cancer get worse??,-8.0
390888928838180864,Texas,29.47708986,-95.20193461,"[u'advantage', u'respectfulness', u'loving', u'loyal', u'supportive']","I need someone who is not going to take advantage of my respectfulness and who will be loving, loyal and supportive.",18.0
390888471679623168,Texas,26.21341864,-98.28397277,"[u'wanna', u'play', u'magic']",so you wanna play with magic?,-1.4567099567099566
390891818746798080,Texas,29.51829256,-97.46547379,"[u'okay', u'videos']",@BriBriOlie okay! I'm just about done w these videos!,0
390887901263036417,Pennsylvania,40.5176273,-75.7866714,"[u'class', u'cause', u'review', u'day']",Went to class cause I thought it was a review day...it's not.,0.5176587301587301
390889348306333696,New Jersey,40.46218343,-74.65741281,"[u'oh', u'lmao', u'unfortunately']",@MikeLast52 @MattOlenick oh lmao. No unfortunately,7.035714285714286
390887356003549184,Indiana,39.82706144,-84.92732928,"[u'dont', u'relations', u'night']",I dont want relations i just want one night !!,-0.23690476190476192
390885619549085697,New York,40.74911053,-73.98414215,"[u'potbelly', u'sandwich', u'shop', u'york', u'ny']","I'm at Potbelly Sandwich Shop (New York, NY) http://t.co/RiNEJzoKF0",-0.20833333333333331
390889398617006080,Illinois,41.94874136,-87.65798167,"[u'single', u'girl', u'cold', u'rainy', u'thursday', u'night', u'hawks', u'game']",What's a single girl to do on a cold and rainy Thursday night? @FlagshipChicago for the Hawks game? Done and done 😕🍻🍷🍹🍺,-1.9967171717171717
390893462910169089,North Carolina,35.57932189,-80.87449768,"[u'adrian', u'peterson', u'told', u'reporters', u'learned', u'months', u'ago', u'father', u'boy', u'died']",“@seankjensen: Adrian Peterson told reporters today he learned 2 months ago he was the father of the 2-year-old boy who died.” @NM_Stewart,-5.277777777777778
390895761363574784,Ohio,41.3973273,-82.594368,"[u'sometimes', u'whale', u'don', u'judge']","@Tortellinia @THEgrantywhite @Schummbuckets sometimes you just need to get your whale on,  don't judge!",0.2419646197423975
390885145596919808,New York,40.70507899,-73.93364404,"[u'peatzers', u'roberta', u'pizza']",Peatzers @ Roberta's Pizza http://t.co/ysN8tvRNMu,0
390896319231172610,Florida,29.11134175,-81.02631276,"[u'omg', u'totally', u'forgot', u'ms', u'sullivan']",omg I totally forgot about ms. sullivan :/,1.0
390883568555409408,Virginia,38.53711981,-77.33285847,"[u'getting', u'connors', u'dms']",Getting all of Connors DMs 👀👀👀,-1.2706349206349208
390883631444398080,Nevada,39.17370734,-119.73986828,"[u'eat', u'yo', u'salad', u'dessert']","That's right.
Put in work.
Eat yo salad.
No dessert.",0.08333333333333333
390887897051561985,Iowa,42.47084683,-92.35134018,[u'stop'],@Jordiii_Hope stop you really are. 😍,-1
390885577606062080,Georgia,33.64066911,-84.43606853,"[u'hotlanta', u'hartsfield', u'jackson', u'atlanta', u'international', u'airport', u'atl']",Hotlanta! (@ Hartsfield-Jackson Atlanta International Airport (ATL) - @atlanta_airport w/ 142 others) http://t.co/A4vbxbZyGT,-0.7
390886865261588480,Ohio,41.07367368,-81.51778541,[u'game'],@lexieraehulick I'm game 😳😏😉,-0.08095238095238098
390895430034554881,Alabama,34.87069056,-86.57160736,"[u'scared', u'church', u'sunday']",But if you scared go to church it's open Sunday..,-2.2666666666666666
390887066571390976,Tennessee,35.07236928,-89.86445775,"[u'getting', u'tired', u'shit']",I'm getting tired of this shit!,-7.270634920634921
390896843523391490,Indiana,39.16545527,-86.50650182,"[u'white', u'people', u'minnesota', u'hockey', u'fishing', u'skiing', u'drinks', u'prince', u'album']","""They're white people from Minnesota so, hockey, fishing, skiing, and after a few drinks put on a Prince album.""",0.33657407407407414
390888933049241600,Illinois,41.87210889,-87.62623264,"[u'sick', u'word', u'especially', u'adjective', u'jesus', u'christ', u'lay']","i'm so sick of the h'ster word, ESPECIALLY when used as an adjective. jesus christ, lay off.",-1.5333333333333332
390895744582160384,California,37.41200572,-121.91784547,"[u'minds', u'alike', u'bmw']",@statrat great minds think alike I got the BMW http://t.co/HkcfQMjffB,0.18181818181818182
390890476557312001,Massachusetts,42.35596762,-71.07362919,"[u'iight', u'ugly', u'lol']",@YoungWacky iight ugly lol,0
390884503880998912,Minnesota,44.84885275,-93.3099437,"[u'perfect', u'fall', u'day', u'autumn', u'nofilter', u'fall', u'minnesota', u'lower', u'penn', u'lake']",What a perfect fall day. #autumn #nofilter #fall #minnesota @ Lower Penn Lake http://t.co/INjYMZzHfB,6.485402494331064
390884331888975872,Texas,33.58191489,-101.88064741,"[u'money', u'maintain', u'bathrooms']",@NateJacobss so they have enough money to NOT maintain the bathrooms?,2.0
390883438511030272,Florida,29.65166056,-82.3436685,"[u'lol', u'passion']",Lol so much passion out there,6.0
390887704113979392,Georgia,34.5300599,-83.986278,"[u'lolololol', u'oops']",lolololol oops,0
390886059971989504,Illinois,42.44302078,-88.05993097,[u'smart'],I'm smart,1
390891487380385793,Texas,32.91947517,-96.94487254,"[u'don', u'sit', u'don', u'wanna', u'pick', u'cause', u'damn', u'weren', u'fucking', u'week']",Don't sit there and say you don't wanna pick sides cause you know damn well you weren't fucking with him like last week.,-10.608891828336274
390885112055099392,Illinois,38.51780119,-89.9222035,"[u'eminem', u'witnessing', u'massacre', u'church', u'gathering', u'taking', u'watching', u'kill', u'massacre', u'mass', u'occur']","Eminem- ""you witnessing a massacre like a church gathering taking place"" 
1) you're watching him kill everyone
2) massacre = mass occur",-4.46111111111111
390886559060209664,California,32.89843786,-117.21659352,"[u'donate', u'dm', u'thoughtful', u'blessings', u'giving', u'homeless', u'lessfortunate', u'goldenhearts', u'donate']",Anyone wanting to donate a DM me #thoughtful #blessings #giving #homeless #lessfortunate #goldenhearts #donate 🙏☝️ http://t.co/hwjLicr51m,3.986111111111111
390890573025910784,North Carolina,35.22574574,-81.11011553,"[u'tomorrow', u'hurry', u'broke', u'hell']","Tomorrow needs to hurry up, I'm broke as hell.",-8.7
390894276600934400,Pennsylvania,39.9499849,-75.1524699,[u'mad'],Made me mad 😕,-3
390884730369224704,Iowa,41.27282352,-95.79614949,[],@marie_emily_1 you do ☺️,0
390896038191837184,Texas,32.89171667,-97.5397175,"[u'lunch', u'date', u'reunited']",Lunch date with @tayhogue ☺️ #reunited 💚,0.3333333333333333
390895937524342784,New Jersey,39.437842,-75.05825434,"[u'ion', u'believe', u'dawg']",@d0ll_x0Ci ion believe you dawg 😒,-1.5
390893429330550784,Indiana,40.77843884,-85.82868523,"[u'mother', u'fucker', u'slurps', u'drink', u'time', u'gonna', u'knock', u'hand', u'raises', u'mouth']","If this mother fucker slurps his drink one more time, I'm gonna knock it right out of his hand as he raises it to his mouth.",-5.333597883597884
390892275896963072,Louisiana,30.44634058,-90.24602018,"[u'ohhwell', u'throwing', u'guess']",Ohhhwellll throwing it up i guess😕,0
390892766651506688,South Carolina,34.19229221,-79.65398779,"[u'sugar', u'daddy']",I need me a sugar daddy.,-0.9
